date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,60,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,75,0,0,0,0,0,2,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,82,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,81,0,0,0,0,0,1,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,80,0,0,0,0,0,1,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,81,0,0,0,0,0,1,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,80,0,0,0,0,0,2,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,54,0,0,0,0,0,2,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,-2937,0,-17,-548,0,0,-12,0,0,-412,0,0,0,0,0,-2,0,0,0,0,-772,0,0,0,-39,0,0,0,0
2023-11-17,0,0,100,100,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,0,0,0,100,100,0
2023-11-20,0,0,100,100,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,0,0,0,100,100,0
2023-11-21,0,0,100,100,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,0,0,0,100,100,0
2023-11-22,0,0,100,100,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,0,0,0,100,100,0
2023-11-24,0,0,0,0,0,0,0,0,100,100,0,0,100,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,0,0,0,-99,0,0,0,0,0,100,0,0,0,-100,-99,0,0,-99,1,0,0,0,0,0,65,0,0,0,0
2023-11-28,0,0,100,-92,0,0,0,0,0,100,0,0,0,-100,-99,2,0,-99,0,0,0,0,0,0,35,0,0,-79,0
2023-11-29,0,0,0,-32,0,0,100,0,0,100,0,0,-99,-100,-98,0,0,-96,0,0,0,0,-63,0,77,0,1,-91,0
2023-11-30,0,0,0,0,0,0,1,0,0,0,0,0,-99,-100,-48,0,0,0,1,0,77,0,0,0,0,0,0,-99,0
2023-12-01,0,0,0,0,0,0,1,0,0,0,0,0,-100,-80,0,0,0,0,0,0,87,0,-99,0,0,0,100,-99,0
2023-12-04,0,0,0,0,0,0,2,0,0,0,0,0,-100,0,0,0,0,0,0,0,85,0,-99,0,0,0,0,-32,0
2023-12-05,0,0,0,0,0,0,3,0,0,0,0,0,-99,0,0,0,0,0,-2,0,71,0,-99,0,0,0,100,0,0
2023-12-06,0,0,91,0,0,0,1,0,-98,0,0,0,-3,0,0,0,0,0,0,0,0,0,-40,0,0,0,0,0,0
2023-12-07,0,0,54,0,0,0,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,0,0,54,0,0,0,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-11,0,0,54,0,0,0,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-12-12,0,0,52,0,0,0,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-13,0,0,11,0,0,0,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0
2023-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,1,0,0
2023-12-19,0,0,100,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,0,0,0
2023-12-20,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0
2023-12-21,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0
2023-12-22,0,0,88,0,0,0,2,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0
2023-12-26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,-99,0,0
2023-12-27,0,0,44,0,0,0,2,0,0,0,-62,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-99,0,0
2023-12-28,0,0,100,8,0,0,3,0,0,0,-99,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-99,0,0
2023-12-29,0,0,97,0,0,0,1,0,0,0,-99,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-25,0,0
2024-01-02,0,0,100,60,0,0,2,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
